"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS27A",2.33155673064031e-55,0.407183223855101,1,0.995,4.41037271167921e-51,"0","RPS27A"
"ANGPT2",2.40199835872579e-55,0.522893737669451,0.32,0.094,4.5436200953657e-51,"0","ANGPT2"
"HPCAL1",3.41594199554792e-55,0.378539891653177,0.31,0.092,6.46159587877845e-51,"0","HPCAL1"
"MORF4L1",3.48793053061447e-55,0.494509908995583,0.879,0.612,6.59776939171033e-51,"0","MORF4L1"
"SPG7",3.9979670829685e-55,0.335766519152389,0.311,0.09,7.56255453414321e-51,"0","SPG7"
"FSTL1",4.83779604748191e-55,0.290509526915382,0.256,0.06,9.15117500341678e-51,"0","FSTL1"
"RPS28",5.29371394191294e-55,0.472000624684144,0.999,0.989,1.00135892925225e-50,"0","RPS28"
"DIS3",6.73584333157841e-55,0.332991823435293,0.26,0.065,1.27415212460137e-50,"0","DIS3"
"ARIH1",8.63481175275425e-55,0.41520128291968,0.409,0.152,1.63336099115099e-50,"0","ARIH1"
"RPS11",8.64960817683991e-55,0.429779899325583,0.988,0.95,1.63615988273104e-50,"0","RPS11"
"ADAMTS4",9.288214406678e-55,0.364188914992793,0.399,0.131,1.75695863716721e-50,"0","ADAMTS4"
"FERMT2",1.08421378283329e-54,0.368458451952552,0.386,0.133,2.05089879160746e-50,"0","FERMT2"
"FDPS",1.18855273189748e-54,0.355080757623606,0.598,0.285,2.24826634765727e-50,"0","FDPS"
"HIP1",1.47221779464117e-54,0.300834674507168,0.27,0.07,2.78484718034323e-50,"0","HIP1"
"TUBA1B",2.11152851580966e-54,0.338198893566454,0.853,0.513,3.99416734050555e-50,"0","TUBA1B"
"ARHGAP18",2.27656415814387e-54,0.406870276625269,0.317,0.097,4.30634876154494e-50,"0","ARHGAP18"
"CCL2",2.46826176658604e-54,0.570483839192252,0.264,0.065,4.66896395767416e-50,"0","CCL2"
"TUG1",2.76844815155957e-54,0.293232579028671,0.311,0.091,5.23679652349008e-50,"0","TUG1"
"ZFP36L1",3.37326826174731e-54,0.576143440143338,0.803,0.497,6.38087424392121e-50,"0","ZFP36L1"
"RPL8",5.05153275516112e-54,0.38231051591214,0.997,0.996,9.55547935966277e-50,"0","RPL8"
"BCAP29",7.74939189633091e-54,0.363662082600958,0.419,0.159,1.46587497110996e-49,"0","BCAP29"
"CTBP2",8.35814334176456e-54,0.280664131180786,0.273,0.07,1.58102639452818e-49,"0","CTBP2"
"CDC42EP1",1.09318041897365e-53,0.370743319769816,0.391,0.14,2.06786008053056e-49,"0","CDC42EP1"
"SYNE2",1.48176716540051e-53,0.411331920415648,0.468,0.189,2.80291077007161e-49,"0","SYNE2"
"NQO1",1.49173216094296e-53,0.276525243765041,0.293,0.08,2.82176055563969e-49,"0","NQO1"
"CYTH2",1.59230283376254e-53,0.35342534904352,0.383,0.137,3.01200004034522e-49,"0","CYTH2"
"CLIC1",2.51479467284958e-53,0.577517110694661,0.85,0.594,4.75698560316227e-49,"0","CLIC1"
"CDC42",3.43892566892233e-53,0.538167981056194,0.766,0.476,6.50507179533347e-49,"0","CDC42"
"NR4A2",3.92052678800924e-53,0.564122774193742,0.533,0.24,7.41606847219827e-49,"0","NR4A2"
"YPEL2",5.12982123052852e-53,0.335923156656007,0.274,0.073,9.70356983966775e-49,"0","YPEL2"
"NCOA3",5.78681425976633e-53,0.373657654846743,0.358,0.123,1.0946337853774e-48,"0","NCOA3"
"MOB2",6.27299028843262e-53,0.338464482084589,0.365,0.125,1.18659884295991e-48,"0","MOB2"
"BCAR1",6.5862863984662e-53,0.271367980899435,0.258,0.064,1.24586193513387e-48,"0","BCAR1"
"CLK1",8.27355651540654e-53,0.483198017561748,0.656,0.339,1.5650259504543e-48,"0","CLK1"
"CIRBP",9.21950838614257e-53,0.544895481143582,0.873,0.692,1.74396220632273e-48,"0","CIRBP"
"TMEM50A",2.34153194778082e-52,0.484655080844654,0.693,0.392,4.42924183242219e-48,"0","TMEM50A"
"MTRF1L",3.65832160564378e-52,0.332386693546321,0.26,0.068,6.92008114923577e-48,"0","MTRF1L"
"CARD16",4.00953823559704e-52,0.372530509340343,0.409,0.151,7.58444252645536e-48,"0","CARD16"
"TCEAL4",6.99650546008447e-52,0.411755730551351,0.539,0.246,1.32345897282958e-47,"0","TCEAL4"
"RAPGEF1",7.82832173481359e-52,0.371171389759289,0.303,0.093,1.48080533935734e-47,"0","RAPGEF1"
"ABCD4",8.80416256930368e-52,0.298524017661294,0.282,0.079,1.66539539160948e-47,"0","ABCD4"
"RPL15",1.49865184848155e-51,0.449035500488984,1,0.994,2.83484983658771e-47,"0","RPL15"
"FRY",1.57925114928009e-51,0.301631193989686,0.266,0.071,2.98731147397822e-47,"0","FRY"
"BRD2",1.90843891304919e-51,0.512697073941744,0.595,0.313,3.61000304792384e-47,"0","BRD2"
"PAM",1.96974732603911e-51,0.284631658945689,0.28,0.077,3.72597404193558e-47,"0","PAM"
"LAP3",3.14348335831487e-51,0.468837793854464,0.442,0.189,5.9462131205884e-47,"0","LAP3"
"FAM118A",4.05744924929455e-51,0.343681534606519,0.331,0.108,7.67507099996557e-47,"0","FAM118A"
"SERINC3",4.27636845152303e-51,0.411998385280128,0.483,0.214,8.08917856290097e-47,"0","SERINC3"
"ITGA1",5.77277983756684e-51,0.359494412870963,0.399,0.145,1.09197903407414e-46,"0","ITGA1"
"RPS24",6.09550253602843e-51,0.449372668471073,1,0.966,1.15302525971514e-46,"0","RPS24"
"ARL4A",6.27140884264029e-51,0.438801217011473,0.461,0.194,1.18629969667384e-46,"0","ARL4A"
"FAM133B",6.4219825077968e-51,0.49584929016919,0.613,0.329,1.21478221117484e-46,"0","FAM133B"
"BHLHE40",6.54657386244517e-51,0.409510828245934,0.409,0.158,1.23834991182013e-46,"0","BHLHE40"
"GNAI3",7.80905651699171e-51,0.393866040989415,0.514,0.229,1.47716113075415e-46,"0","GNAI3"
"CARD19",9.54466146556121e-51,0.329206101456196,0.362,0.126,1.80546816282556e-46,"0","CARD19"
"FOXP1",1.27622514151312e-50,0.488508399162312,0.539,0.261,2.41410747768621e-46,"0","FOXP1"
"ID2",1.51719270182569e-50,0.520004582223769,0.762,0.435,2.86992171477348e-46,"0","ID2"
"KMT2E",3.82758150232288e-50,0.445327215336823,0.59,0.295,7.24025316979396e-46,"0","KMT2E"
"AKAP12",4.69734451848767e-50,0.649644924683442,0.329,0.111,8.88549689117127e-46,"0","AKAP12"
"CDC42EP4",1.30190167802059e-49,0.292621559221484,0.282,0.082,2.46267721414376e-45,"0","CDC42EP4"
"TMEM219",1.40255798714094e-49,0.436306806414734,0.64,0.354,2.6530786884758e-45,"0","TMEM219"
"NECAP2",1.42990106081362e-49,0.314351441301665,0.348,0.119,2.70480084663503e-45,"0","NECAP2"
"NOL10",1.68205513934561e-49,0.287391375362371,0.267,0.074,3.18177550158615e-45,"0","NOL10"
"PHLDB1",2.00884886983342e-49,0.272860960379591,0.253,0.066,3.79993852217689e-45,"0","PHLDB1"
"AIDA",4.42992896146841e-49,0.335401376254238,0.372,0.137,8.37965362351365e-45,"0","AIDA"
"SEPT10",4.74138965222709e-49,0.28759850756031,0.27,0.076,8.96881266615276e-45,"0","SEPT10"
"SUMO2",8.34293821909395e-49,0.45944016667237,0.934,0.719,1.57815019352381e-44,"0","SUMO2"
"AP2M1",1.18006285352563e-48,0.483470358921466,0.665,0.378,2.23220689372908e-44,"0","AP2M1"
"GPR4",1.30357149019349e-48,0.271832507427545,0.277,0.078,2.46583583085001e-44,"0","GPR4"
"BCLAF1",1.57592775843274e-48,0.442956771900797,0.517,0.246,2.98102494785137e-44,"0","BCLAF1"
"CASP4",1.88070530749634e-48,0.372448235391571,0.402,0.159,3.55754215966008e-44,"0","CASP4"
"SYNJ2BP",2.51117201190103e-48,0.297625286173978,0.318,0.104,4.75013297771199e-44,"0","SYNJ2BP"
"NGFRAP1",3.23125950270283e-48,0.376797969357369,0.7,0.354,6.11225047531268e-44,"0","NGFRAP1"
"REXO2",3.25935333623774e-48,0.390125453079339,0.477,0.213,6.16539277082731e-44,"0","REXO2"
"RAP1A",4.54786095128418e-48,0.415388628847883,0.51,0.24,8.60273377544915e-44,"0","RAP1A"
"MLLT4",5.40769908934786e-48,0.270446472506885,0.269,0.075,1.02292035974104e-43,"0","MLLT4"
"MT-CYB",1.61584598291093e-47,0.350980129342364,1,0.98,3.05653426127431e-43,"0","MT-CYB"
"HNRNPU-AS1",1.75442430291373e-47,0.31515839674241,0.282,0.085,3.31866901139161e-43,"0","HNRNPU-AS1"
"LAMB2",2.26944594519994e-47,0.324009799697686,0.32,0.105,4.2928839499402e-43,"0","LAMB2"
"BRK1",3.22078742833766e-47,0.459488958827087,0.788,0.505,6.09244149944352e-43,"0","BRK1"
"ATRX",4.53237337969716e-47,0.418319226743235,0.51,0.246,8.57343748503515e-43,"0","ATRX"
"GMFG",5.52571817462548e-47,0.456687117964303,0.57,0.28,1.04524484991216e-42,"0","GMFG"
"NUMB",6.20569116323426e-47,0.313599296607482,0.315,0.105,1.17386854043739e-42,"0","NUMB"
"METTL9",6.72932631861326e-47,0.391743968250283,0.455,0.2,1.27291936642888e-42,"0","METTL9"
"NR4A1",7.09693253047644e-47,0.585139005854314,0.614,0.333,1.34245575746492e-42,"0","NR4A1"
"CPM",7.34167204809048e-47,0.347559985451372,0.293,0.092,1.3887506846168e-42,"0","CPM"
"TRIM56",9.01811856917614e-47,0.334257431676451,0.351,0.127,1.70586730854536e-42,"0","TRIM56"
"CD79B",1.15254937697141e-46,0.305591656980025,0.277,0.083,2.18016240147912e-42,"0","CD79B"
"ADAM10",2.67113800624465e-46,0.317902903175301,0.326,0.112,5.05272465261237e-42,"0","ADAM10"
"MARCKS",2.69518718462846e-46,0.496587501978178,0.494,0.232,5.0982160784432e-42,"0","MARCKS"
"ATP1A1",2.83371560192768e-46,0.543444449051827,0.545,0.283,5.3602564326064e-42,"0","ATP1A1"
"TSC22D3",3.03672754794061e-46,0.499536333972401,0.734,0.457,5.74427382968447e-42,"0","TSC22D3"
"SRSF4",3.67371417516975e-46,0.3774721310086,0.461,0.205,6.9491977337511e-42,"0","SRSF4"
"SMARCA2",3.7955251756216e-46,0.311281409398365,0.321,0.11,7.17961542220581e-42,"0","SMARCA2"
"GSTP1",4.99556877935145e-46,0.358300499850234,0.784,0.455,9.44961790302121e-42,"0","GSTP1"
"MT-ND4",5.92563488799017e-46,0.311984649455035,1,0.995,1.12089309541222e-41,"0","MT-ND4"
"RCN1",9.03748360889579e-46,0.366039175185142,0.417,0.174,1.70953039945873e-41,"0","RCN1"
"VASP",1.32055946552695e-45,0.371587151039691,0.427,0.177,2.49797028499078e-41,"0","VASP"
"EIF4A2",1.44452859608163e-45,0.456352301321273,0.858,0.587,2.73247029234801e-41,"0","EIF4A2"
"CLSTN1",1.46108976772031e-45,0.257141313305718,0.266,0.077,2.76379740461974e-41,"0","CLSTN1"
"RAB5C",1.61366629837714e-45,0.436096798906158,0.585,0.313,3.05241117001019e-41,"0","RAB5C"
"GLTSCR2",1.67722934030885e-45,0.483360750488306,0.807,0.556,3.17264702012823e-41,"0","GLTSCR2"
"PLK3",3.00561691231588e-45,0.338145117507629,0.348,0.126,5.68542495133672e-41,"0","PLK3"
"U2AF1",3.63236963067294e-45,0.268115901959527,0.284,0.088,6.87099039338094e-41,"0","U2AF1"
"RPL13",3.87172106513674e-45,0.353769592620941,1,0.998,7.32374756681266e-41,"0","RPL13"
"GNL1",4.95689659875744e-45,0.312935233634467,0.346,0.127,9.37646560620957e-41,"0","GNL1"
"PLS3",6.37378421430609e-45,0.395698340148166,0.417,0.176,1.20566502197814e-40,"0","PLS3"
"NTAN1",9.21985349452273e-45,0.313227403324972,0.322,0.114,1.74402748702392e-40,"0","NTAN1"
"SKAP2",9.84225435819734e-45,0.297305475868632,0.32,0.11,1.86176083439661e-40,"0","SKAP2"
"UBE2D3",9.89159115766897e-45,0.439210662597901,0.831,0.575,1.87109338338466e-40,"0","UBE2D3"
"CSNK1E",1.25653395393226e-44,0.325101054436247,0.357,0.134,2.37685962725826e-40,"0","CSNK1E"
"SYPL1",1.34034344943397e-44,0.409569233405179,0.601,0.315,2.5353936689493e-40,"0","SYPL1"
"DDAH2",1.85355191287315e-44,0.417163933749953,0.506,0.248,3.50617879839085e-40,"0","DDAH2"
"RRAS",2.10308423204175e-44,0.310155875473351,0.282,0.089,3.97819413333018e-40,"0","RRAS"
"RPL11",2.40809570938653e-44,0.365105792940885,1,0.993,4.55515384387557e-40,"0","RPL11"
"HSBP1",2.87209089239098e-44,0.437561657833248,0.599,0.333,5.43284713204678e-40,"0","HSBP1"
"RPL26",3.38384820743518e-44,0.418430349669274,1,0.971,6.40088726918439e-40,"0","RPL26"
"WARS",4.7732336937511e-44,0.374934892211115,0.343,0.128,9.02904885509959e-40,"0","WARS"
"ELF1",5.03131983453487e-44,0.368086322524177,0.515,0.247,9.51724459900616e-40,"0","ELF1"
"CLEC2B",6.95776079574264e-44,0.361120983280011,0.434,0.184,1.31613003212268e-39,"0","CLEC2B"
"ISY1",8.2054629168243e-44,0.268820413734967,0.262,0.079,1.55214536534649e-39,"0","ISY1"
"LDLR",8.2418480712949e-44,0.32105165331075,0.3,0.101,1.55902798116614e-39,"0","LDLR"
"CDIPT",9.30397762224175e-44,0.319068805132276,0.36,0.139,1.75994040702325e-39,"0","CDIPT"
"TGFB1",1.071676048496e-43,0.297969596963679,0.417,0.171,2.02718241333503e-39,"0","TGFB1"
"NCOA7",1.16673905067314e-43,0.302949510360768,0.321,0.113,2.20700358825332e-39,"0","NCOA7"
"CFL1",1.57088725502379e-43,0.376993509522438,0.981,0.815,2.971490331603e-39,"0","CFL1"
"PELI1",1.64100175485256e-43,0.291979415010836,0.28,0.09,3.1041189194791e-39,"0","PELI1"
"SHC1",2.97477901665786e-43,0.320436937089609,0.324,0.118,5.62709198791001e-39,"0","SHC1"
"ARHGDIB",3.91661379973496e-43,0.370496995156337,0.737,0.401,7.40866666357865e-39,"0","ARHGDIB"
"C14orf166",4.49615437055479e-43,0.389814016757985,0.618,0.34,8.50492560734144e-39,"0","C14orf166"
"CYFIP1",6.61591046608372e-43,0.253243924817553,0.252,0.074,1.2514656237644e-38,"0","CYFIP1"
"MAFF",7.13425666163809e-43,0.27761438111193,0.296,0.099,1.34951599011546e-38,"0","MAFF"
"ITSN2",8.19375375388381e-43,0.336740648662526,0.357,0.139,1.54993046008466e-38,"0","ITSN2"
"HNRNPL",1.02885161240177e-42,0.254911541645026,0.278,0.089,1.9461757100192e-38,"0","HNRNPL"
"DDX21",1.22812198762591e-42,0.453066245725835,0.588,0.319,2.32311555179316e-38,"0","DDX21"
"MGST3",2.05852109033328e-42,0.360942257442403,0.815,0.503,3.89389849447443e-38,"0","MGST3"
"GRN",2.18354379247465e-42,0.317291629045686,0.638,0.341,4.13039143784505e-38,"0","GRN"
"CAPN2",2.32513091761284e-42,0.33181432708176,0.379,0.153,4.39821764375644e-38,"0","CAPN2"
"DYNLL1",2.81459632717703e-42,0.414229209407358,0.928,0.787,5.32409041248808e-38,"0","DYNLL1"
"HLA-F",3.07077347176051e-42,0.373526051608709,0.485,0.229,5.80867509918219e-38,"0","HLA-F"
"SRSF11",3.58882799655495e-42,0.401900804462349,0.672,0.384,6.78862703828334e-38,"0","SRSF11"
"ZDHHC3",4.50722312560108e-42,0.25821662556854,0.271,0.086,8.52586326438701e-38,"0","ZDHHC3"
"SP100",9.09085619889268e-42,0.327372068308078,0.463,0.21,1.71962635858254e-37,"0","SP100"
"IFI6",2.50050303883805e-41,0.49605815987945,0.565,0.298,4.72995154826605e-37,"0","IFI6"
"NUDT3",2.80476863535097e-41,0.315252425486741,0.355,0.141,5.30550035062989e-37,"0","NUDT3"
"LTA4H",4.4954034401112e-41,0.301014688825449,0.344,0.132,8.50350514731434e-37,"0","LTA4H"
"SLC38A2",5.09288067467889e-41,0.435206334347902,0.536,0.284,9.6336930842226e-37,"0","SLC38A2"
"FAM63B",5.44960171470714e-41,0.290574023227797,0.321,0.118,1.030846660354e-36,"0","FAM63B"
"PLEKHA1",6.57385937120499e-41,0.288657441848981,0.3,0.105,1.24351123865714e-36,"0","PLEKHA1"
"KLC1",7.06373487237668e-41,0.27787281984048,0.313,0.112,1.33617608845877e-36,"0","KLC1"
"MAP1LC3B",7.8006275782574e-41,0.421533600863273,0.569,0.313,1.47556671270317e-36,"0","MAP1LC3B"
"ADAM17",1.08599166968698e-40,0.319734724838759,0.307,0.111,2.05426184237989e-36,"0","ADAM17"
"LINC00657",1.18368649365851e-40,0.337143269822009,0.427,0.193,2.23906137140443e-36,"0","LINC00657"
"EIF4B",1.31030870730762e-40,0.411537016586804,0.579,0.323,2.47857995074309e-36,"0","EIF4B"
"TNFAIP2",1.45330991905645e-40,0.304797078307314,0.26,0.083,2.74908104288718e-36,"0","TNFAIP2"
"NUCB1",1.76388924218395e-40,0.377877492879498,0.526,0.27,3.33657289051517e-36,"0","NUCB1"
"TOMM7",1.86716521637531e-40,0.374819477695767,0.949,0.745,3.53192972329554e-36,"0","TOMM7"
"EIF4H",2.91616375653447e-40,0.343119037437309,0.477,0.232,5.51621536186061e-36,"0","EIF4H"
"SRI",3.29637703113725e-40,0.396903676278521,0.561,0.301,6.23542679209923e-36,"0","SRI"
"ZNF22",3.37069146560756e-40,0.316998852596006,0.372,0.155,6.37599997634325e-36,"0","ZNF22"
"LPP",3.54329483432166e-40,0.358432877418808,0.479,0.231,6.70249650860285e-36,"0","LPP"
"NAP1L1",3.55890236015007e-40,0.34579785454138,0.826,0.522,6.73201970445987e-36,"0","NAP1L1"
"RBPMS",3.71802146248795e-40,0.297437517320287,0.347,0.135,7.0330093984422e-36,"0","RBPMS"
"KTN1",5.30104877024793e-40,0.442183546935776,0.657,0.392,1.0027463853801e-35,"0","KTN1"
"RPL3",7.82544551752736e-40,0.366595167651881,1,0.998,1.48026127409548e-35,"0","RPL3"
"NAA10",8.06949106425695e-40,0.396216462943173,0.521,0.276,1.52642492971484e-35,"0","NAA10"
"AKAP13",8.24145299894492e-40,0.383687729679785,0.504,0.255,1.55895324928042e-35,"0","AKAP13"
"C19orf43",8.32332723680017e-40,0.427621526692813,0.755,0.511,1.57444058011312e-35,"0","C19orf43"
"RPS8",1.18941208188316e-39,0.367337053203758,1,0.993,2.24989189409019e-35,"0","RPS8"
"GNB2L1",1.38493829054539e-39,0.427618695900228,0.979,0.952,2.61974927039567e-35,"0","GNB2L1"
"PHACTR4",1.4468922166487e-39,0.278275055590836,0.28,0.096,2.73694131701268e-35,"0","PHACTR4"
"MGAT1",3.26257573935956e-39,0.380640348573651,0.477,0.241,6.17148826857255e-35,"0","MGAT1"
"RPL5",4.28022633840263e-39,0.39071874960734,0.989,0.964,8.09647614172241e-35,"0","RPL5"
"CHIC2",4.44906652589434e-39,0.282301808202838,0.314,0.117,8.41585424038173e-35,"0","CHIC2"
"NAMPT",5.32246632735926e-39,0.394726993511628,0.584,0.314,1.00679773048328e-34,"0","NAMPT"
"RAB21",5.53663943962228e-39,0.312837121231448,0.354,0.144,1.04731071639895e-34,"0","RAB21"
"CCDC50",8.11777977624953e-39,0.361472294470343,0.435,0.207,1.53555922247536e-34,"0","CCDC50"
"LAPTM4A",9.37887758112566e-39,0.354600144009439,0.843,0.539,1.77410848324573e-34,"0","LAPTM4A"
"ERICH1",1.56917658349545e-38,0.285020843608865,0.315,0.118,2.96825442533999e-34,"0","ERICH1"
"HNRNPK",1.86761046292801e-38,0.421261306609096,0.814,0.562,3.53277195167461e-34,"0","HNRNPK"
"PNRC2",2.61687778837631e-38,0.342263066177967,0.441,0.207,4.95008602449262e-34,"0","PNRC2"
"XIAP",3.12475808262215e-38,0.266546989805055,0.288,0.102,5.91079238908806e-34,"0","XIAP"
"RPL7A",3.40595641092706e-38,0.357380906858268,0.994,0.987,6.44270714690963e-34,"0","RPL7A"
"C5orf24",4.17220526158528e-38,0.300003100134938,0.391,0.168,7.89214347281471e-34,"0","C5orf24"
"TBC1D15",4.50824133462453e-38,0.268337974620766,0.287,0.102,8.52778930857576e-34,"0","TBC1D15"
"CHMP5",5.35612580152349e-38,0.378281011661894,0.554,0.309,1.01316475661618e-33,"0","CHMP5"
"NME3",6.2394754234649e-38,0.347292428916315,0.478,0.238,1.18025917110262e-33,"0","NME3"
"FIS1",7.70593955072394e-38,0.38957804174367,0.708,0.434,1.45765552541494e-33,"0","FIS1"
"RAB6A",7.84575977591372e-38,0.303382923957622,0.391,0.17,1.48410391921184e-33,"0","RAB6A"
"WBP5",8.50979922483631e-38,0.350450916448906,0.596,0.319,1.60971362137004e-33,"0","WBP5"
"FLYWCH2",1.04535954573249e-37,0.306502612393813,0.371,0.16,1.97740211670758e-33,"0","FLYWCH2"
"EIF5",1.19293221368002e-37,0.473969308518533,0.668,0.45,2.25655057539713e-33,"0","EIF5"
"TNRC6B",1.36187977457903e-37,0.36375305588528,0.439,0.211,2.57613178159369e-33,"0","TNRC6B"
"YWHAH",1.482860373267e-37,0.421390139665978,0.415,0.191,2.80497868207186e-33,"0","YWHAH"
"SF1",1.87536283481787e-37,0.370603723784109,0.543,0.294,3.54743633834149e-33,"0","SF1"
"PDLIM5",2.524103630154e-37,0.322765224758514,0.382,0.166,4.77459442679931e-33,"0","PDLIM5"
"CFAP36",2.57300786841439e-37,0.340614819027239,0.285,0.104,4.86710168389267e-33,"0","CFAP36"
"ARL2BP",2.82508176522596e-37,0.27903915783802,0.353,0.145,5.34392466710142e-33,"0","ARL2BP"
"UPF3A",2.84020845356827e-37,0.304829368784237,0.384,0.17,5.37253831076973e-33,"0","UPF3A"
"MKNK2",2.93504507041364e-37,0.314460596217275,0.346,0.144,5.55193125519445e-33,"0","MKNK2"
"PEF1",3.18047666612088e-37,0.297962726698306,0.343,0.141,6.01618966163426e-33,"0","PEF1"
"PSMB8",3.97032461262138e-37,0.334245959682297,0.552,0.291,7.51026603723459e-33,"0","PSMB8"
"RASSF1",4.35791982936323e-37,0.260531692399244,0.307,0.115,8.2434411492235e-33,"0","RASSF1"
"HNRNPH3",4.68105962784279e-37,0.326864890508096,0.456,0.22,8.85469239202742e-33,"0","HNRNPH3"
"RAC1",5.07424407314293e-37,0.32468307487728,0.634,0.341,9.59844008875716e-33,"0","RAC1"
"TMEM2",1.0257779330973e-36,0.284342140949642,0.307,0.115,1.94036153824685e-32,"0","TMEM2"
"XAF1",1.10866302328493e-36,0.259887659157907,0.256,0.086,2.09714697484578e-32,"0","XAF1"
"FOSL2",1.75719367603421e-36,0.347283309902718,0.38,0.167,3.32390755758632e-32,"0","FOSL2"
"POLR2A",1.937161793652e-36,0.278642268958538,0.31,0.12,3.66433524887213e-32,"0","POLR2A"
"HNRNPM",2.02756636212594e-36,0.357016896263719,0.554,0.305,3.83534453059743e-32,"0","HNRNPM"
"HDAC1",2.14534593142886e-36,0.286456968329729,0.324,0.129,4.05813636389083e-32,"0","HDAC1"
"LIMS1",2.19569674101435e-36,0.378942325685732,0.455,0.225,4.15337995530275e-32,"0","LIMS1"
"ATXN3",2.28264396915469e-36,0.260062801481409,0.284,0.103,4.31784933205302e-32,"0","ATXN3"
"PCF11",2.85917804872504e-36,0.333447802609764,0.342,0.144,5.40842119696828e-32,"0","PCF11"
"IFNGR1",2.96675195039447e-36,0.326255849051023,0.387,0.171,5.61190798936619e-32,"0","IFNGR1"
"TOB2",5.3754951587667e-36,0.286231237534396,0.346,0.143,1.01682866423231e-31,"0","TOB2"
"FAM127A",6.72343142542563e-36,0.253867464294734,0.344,0.14,1.27180428843351e-31,"0","FAM127A"
"PHF14",9.92003295955495e-36,0.315213415011833,0.408,0.19,1.87647343462941e-31,"0","PHF14"
"GABARAPL1",1.23005593646338e-35,0.290414453990158,0.347,0.145,2.32677380941413e-31,"0","GABARAPL1"
"NID1",1.44877743041691e-35,0.324101561032031,0.326,0.132,2.74050738737663e-31,"0","NID1"
"MRPL33",1.61268694853713e-35,0.432465064399774,0.57,0.337,3.05055863185284e-31,"0","MRPL33"
"MYO1C",2.08138073996242e-35,0.297422803566112,0.314,0.126,3.93713980771291e-31,"0","MYO1C"
"FNIP2",2.90730996781057e-35,0.290074002016488,0.329,0.134,5.49946753511047e-31,"0","FNIP2"
"BAG3",3.00212064239418e-35,0.377971626475163,0.494,0.245,5.67881140715283e-31,"0","BAG3"
"ATF4",3.14613739515484e-35,0.416404579247865,0.767,0.526,5.9512334966749e-31,"0","ATF4"
"KRAS",4.92524825932961e-35,0.276955627025061,0.366,0.16,9.3165996073479e-31,"0","KRAS"
"ATF6B",5.96167639260196e-35,0.259560551093721,0.335,0.138,1.12771070642459e-30,"0","ATF6B"
"RNF11",6.48509223542062e-35,0.26879620304162,0.325,0.132,1.22672004725216e-30,"0","RNF11"
"PCBP2",7.9682158339247e-35,0.388352484373873,0.818,0.583,1.5072677071452e-30,"0","PCBP2"
"EGLN2",8.58944605976721e-35,0.271733014051934,0.335,0.139,1.62477961666556e-30,"0","EGLN2"
"CARHSP1",1.14784659047548e-34,0.365566312579269,0.567,0.315,2.17126661054342e-30,"0","CARHSP1"
"PDLIM2",1.54979320249797e-34,0.26181677065339,0.342,0.141,2.93158882184516e-30,"0","PDLIM2"
"SET",1.55640943115319e-34,0.395235534259563,0.623,0.372,2.94410407996937e-30,"0","SET"
"GLG1",1.86982101123683e-34,0.297648819603444,0.348,0.151,3.5369534248556e-30,"0","GLG1"
"APLP2",2.18591118073038e-34,0.361207258111604,0.632,0.367,4.13486958946958e-30,"0","APLP2"
"CNBP",2.39091352000045e-34,0.362398073114175,0.617,0.369,4.52265201443286e-30,"0","CNBP"
"NKTR",2.61915170515013e-34,0.335803891678068,0.398,0.186,4.95438736546199e-30,"0","NKTR"
"NHSL2",2.8512767967212e-34,0.335927371962706,0.42,0.204,5.39347518867783e-30,"0","NHSL2"
"RPL31",3.22938987442615e-34,0.349669804237922,0.997,0.938,6.1087138864645e-30,"0","RPL31"
"MGMT",3.45841352112557e-34,0.337536846603392,0.463,0.238,6.54193501656112e-30,"0","MGMT"
"SLC12A2",4.06780142480645e-34,0.273533449388347,0.296,0.114,7.69465317516389e-30,"0","SLC12A2"
"RBBP6",4.09086799305165e-34,0.322676898787502,0.384,0.179,7.7382858956565e-30,"0","RBBP6"
"WAC",4.34509047523373e-34,0.299152709203063,0.412,0.197,8.21917314295213e-30,"0","WAC"
"HNRNPU",4.64078029330801e-34,0.365452053280045,0.627,0.377,8.77850000282143e-30,"0","HNRNPU"
"PPP1R15B",1.20117000398354e-33,0.305188311237413,0.322,0.135,2.27213317953527e-29,"0","PPP1R15B"
"CYB5B",1.27457553818674e-33,0.251122509315654,0.32,0.131,2.41098708803403e-29,"0","CYB5B"
"MAGED2",1.40015787137886e-33,0.299511098235061,0.456,0.229,2.64853862950026e-29,"0","MAGED2"
"RAB1B",1.43110589614889e-33,0.26419282644999,0.282,0.109,2.70707991315525e-29,"0","RAB1B"
"S100A6",1.54215567312725e-33,0.475721487528078,0.837,0.579,2.91714167128751e-29,"0","S100A6"
"RPL10",1.59663094452562e-33,0.31272551715901,1,0.999,3.02018709466467e-29,"0","RPL10"
"OCIAD1",2.81399977833212e-33,0.328984882625191,0.51,0.279,5.32296198069305e-29,"0","OCIAD1"
"MYC",3.2264163386247e-33,0.29155581710248,0.315,0.126,6.10308914614248e-29,"0","MYC"
