"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SERINC31",4.52803938498038e-24,0.305720384743698,0.449,0.237,8.56523930062888e-20,"3","SERINC3"
"HSPA1A1",4.65729365609089e-24,0.988994448208287,0.899,0.804,8.80973667986153e-20,"3","HSPA1A"
"TERF2IP1",7.23330103015219e-24,0.310215875522586,0.524,0.299,1.36825122286359e-19,"3","TERF2IP"
"FAM3C",8.94321503687213e-24,0.315574455857373,0.402,0.208,1.69169855637473e-19,"3","FAM3C"
"CALM31",1.02296675013071e-23,0.321032764650999,0.581,0.352,1.93504390454725e-19,"3","CALM3"
"ENAH",1.0576029235961e-23,0.259224377736998,0.298,0.129,2.00056169027438e-19,"3","ENAH"
"NUDT41",1.06075710932333e-23,0.302525529106571,0.409,0.209,2.00652814799601e-19,"3","NUDT4"
"MAGEH1",1.11493281088981e-23,0.255159485825124,0.266,0.109,2.10900690507917e-19,"3","MAGEH1"
"RAB2A",1.18978848575381e-23,0.39009697405886,0.644,0.432,2.2506038996519e-19,"3","RAB2A"
"TMEM59",2.70348251995527e-23,0.375131238930803,0.866,0.728,5.11390753474739e-19,"3","TMEM59"
"ARMCX31",3.18015704901786e-23,0.30954684857906,0.432,0.232,6.01558507392219e-19,"3","ARMCX3"
"C1orf123",3.93206920651316e-23,0.256301526896114,0.338,0.158,7.43790211104029e-19,"3","C1orf123"
"SERTAD31",5.13807947132384e-23,0.265414371496107,0.275,0.117,9.71919112795618e-19,"3","SERTAD3"
"PNRC1",5.90990460950941e-23,0.420816844914553,0.589,0.372,1.1179175559348e-18,"3","PNRC1"
"PSMF1",8.68405507914768e-23,0.269478087114618,0.359,0.175,1.64267585877157e-18,"3","PSMF1"
"LRRFIP2",1.07618339168694e-22,0.259373628627895,0.298,0.132,2.03570850371502e-18,"3","LRRFIP2"
"NAPA",1.14042579629866e-22,0.271565157299501,0.4,0.205,2.15722943627855e-18,"3","NAPA"
"H1F0",2.16225931512382e-22,0.313458164194542,0.327,0.155,4.09012972048821e-18,"3","H1F0"
"IFRD11",3.37134110344582e-22,0.396022429040763,0.512,0.308,6.37722883127812e-18,"3","IFRD1"
"FAM195B1",3.64108264587181e-22,0.276859456969014,0.417,0.219,6.88747193293111e-18,"3","FAM195B"
"TOB1",4.0046386063526e-22,0.405369749170679,0.424,0.231,7.57517438777658e-18,"3","TOB1"
"ZNF428",7.18199244640021e-22,0.279470040369251,0.455,0.25,1.35854569116106e-17,"3","ZNF428"
"CLDND1",7.36947115878238e-22,0.258044017645882,0.39,0.198,1.39400916439527e-17,"3","CLDND1"
"NDUFB71",8.09237646891133e-22,0.326288164601148,0.746,0.525,1.53075393285927e-17,"3","NDUFB7"
"PGAM11",1.15653530638002e-21,0.276438376786261,0.646,0.403,2.18770218554844e-17,"3","PGAM1"
"CSNK1E1",1.40833455343039e-21,0.27124089058332,0.323,0.155,2.66400564126892e-17,"3","CSNK1E"
"SMARCB1",1.44803603585548e-21,0.269103058174655,0.377,0.195,2.73910496542423e-17,"3","SMARCB1"
"ZBTB38",1.54451578556863e-21,0.275625158335173,0.361,0.182,2.92160605998163e-17,"3","ZBTB38"
"YAF2",1.86621285670159e-21,0.257032765886036,0.325,0.154,3.53012823973672e-17,"3","YAF2"
"NFIC1",2.83261381334338e-21,0.267231883937271,0.396,0.203,5.35817228932034e-17,"3","NFIC"
"CDC42EP11",3.00457627697793e-21,0.258268627169098,0.34,0.165,5.68345648553146e-17,"3","CDC42EP1"
"RAB11B1",4.18953351697871e-21,0.281206794408375,0.424,0.23,7.92492160071692e-17,"3","RAB11B"
"DEGS1",4.46361230836714e-21,0.268131632826198,0.337,0.166,8.44336904250728e-17,"3","DEGS1"
"CLK11",4.62074463425755e-21,0.365803578345098,0.579,0.372,8.74060055016159e-17,"3","CLK1"
"C4orf31",5.39205485265594e-21,0.313938662131003,0.73,0.505,1.0199610959284e-16,"3","C4orf3"
"ARF11",5.48300542118761e-21,0.332206508639337,0.706,0.498,1.03716530547185e-16,"3","ARF1"
"HSBP11",5.5897330862684e-21,0.308006813768007,0.572,0.355,1.05735391059853e-16,"3","HSBP1"
"OTUD6B-AS1",5.7220767944364e-21,0.300617818421117,0.346,0.176,1.08238804643559e-16,"3","OTUD6B-AS1"
"CCT7",7.17815568757921e-21,0.277050860191368,0.465,0.265,1.35781992986248e-16,"3","CCT7"
"CAPZB1",7.29801910319867e-21,0.298225316107462,0.677,0.44,1.38049329356106e-16,"3","CAPZB"
"RABAC11",9.9104403200488e-21,0.348089792106806,0.746,0.551,1.87465889094043e-16,"3","RABAC1"
"FUS1",1.00186588189166e-20,0.251169936548431,0.719,0.465,1.89512950218627e-16,"3","FUS"
"NRP11",1.12411233694834e-20,0.277256033069227,0.356,0.175,2.12637089657148e-16,"3","NRP1"
"MFSD10",1.20648191048227e-20,0.250779619211413,0.34,0.167,2.28218118186827e-16,"3","MFSD10"
"USMG51",1.31329981260128e-20,0.277788462988213,0.809,0.589,2.48423792551658e-16,"3","USMG5"
"SYPL12",1.44280385269741e-20,0.303808809891088,0.562,0.34,2.72920776776243e-16,"3","SYPL1"
"CSRNP11",1.45739567605037e-20,0.376742856522664,0.415,0.227,2.75680966081688e-16,"3","CSRNP1"
"NUCB11",1.52724126671804e-20,0.291146428518546,0.495,0.292,2.88892958012385e-16,"3","NUCB1"
"XRCC6",1.56271937579017e-20,0.309481977183678,0.489,0.292,2.95603997124469e-16,"3","XRCC6"
"SRSF111",1.88356554118321e-20,0.32968949277783,0.623,0.411,3.56295257770216e-16,"3","SRSF11"
"SRSF51",1.91324958046686e-20,0.360616532401388,0.738,0.551,3.6191029064111e-16,"3","SRSF5"
"TPT11",2.23080995684949e-20,0.289915837206321,1,0.977,4.2198001143765e-16,"3","TPT1"
"SEC31A",2.80402718797637e-20,0.270449765842675,0.35,0.179,5.30409782877611e-16,"3","SEC31A"
"HMGN31",3.76588234024289e-20,0.318808653423794,0.656,0.436,7.12354303480345e-16,"3","HMGN3"
"NSMCE1",4.32832146837596e-20,0.263606581980724,0.35,0.178,8.18745288957997e-16,"3","NSMCE1"
"RNASEH2C",4.95628525549359e-20,0.323828617151211,0.564,0.359,9.37530918929168e-16,"3","RNASEH2C"
"AK31",5.93002567307155e-20,0.286432992829778,0.394,0.214,1.12172365631821e-15,"3","AK3"
"SYF21",6.43261777958654e-20,0.280340838510292,0.576,0.355,1.21679397918659e-15,"3","SYF2"
"MORF4L21",9.17673971149496e-20,0.3019397680163,0.616,0.402,1.73587208382639e-15,"3","MORF4L2"
"PPP2R1A1",1.21137435146227e-19,0.279660929900158,0.426,0.242,2.29143572322602e-15,"3","PPP2R1A"
"CAMLG",1.25847369277768e-19,0.290608473993865,0.442,0.251,2.38052883725827e-15,"3","CAMLG"
"ANXA111",1.39606642231059e-19,0.292586232813467,0.465,0.275,2.64079924444272e-15,"3","ANXA11"
"ZFYVE211",1.63477777532765e-19,0.250090882615637,0.298,0.144,3.09234563980979e-15,"3","ZFYVE21"
"HNRNPA2B12",1.86038668112162e-19,0.296807634907171,0.87,0.691,3.51910744600966e-15,"3","HNRNPA2B1"
"LRP101",2.16511970848384e-19,0.252248609814419,0.352,0.182,4.09554044056803e-15,"3","LRP10"
"HIPK2",3.01274941436177e-19,0.26636978309871,0.308,0.151,5.69891679220672e-15,"3","HIPK2"
"TCF251",3.32245959488133e-19,0.286559754617376,0.595,0.385,6.28476456967752e-15,"3","TCF25"
"BRK11",4.25798053798314e-19,0.302833662462692,0.75,0.53,8.05439598564891e-15,"3","BRK1"
"COMMD61",4.42365988489693e-19,0.30936879292712,0.82,0.621,8.36779503827103e-15,"3","COMMD6"
"SF3B61",4.50955238372e-19,0.303587422376353,0.579,0.375,8.53026928904474e-15,"3","SF3B6"
"CTD-3252C9.4",7.32224301478556e-19,0.392816034761107,0.296,0.146,1.38507548867684e-14,"3","CTD-3252C9.4"
"TCEAL81",7.71352859383232e-19,0.265508130897343,0.446,0.258,1.45909106880932e-14,"3","TCEAL8"
"EIF4H1",9.46507560001577e-19,0.259390443353399,0.444,0.253,1.79041370049898e-14,"3","EIF4H"
"PDK42",1.09325464079809e-18,0.59123132483601,0.333,0.173,2.06800047853366e-14,"3","PDK4"
"ARF41",1.28590658532247e-18,0.369964732046115,0.648,0.479,2.43242089679598e-14,"3","ARF4"
"RBM32",1.37962488933266e-18,0.310275232486292,0.644,0.443,2.60969844066167e-14,"3","RBM3"
"ATP5C11",1.41657013363702e-18,0.304238158644199,0.62,0.413,2.6795840647878e-14,"3","ATP5C1"
"RSRC21",1.50011547415436e-18,0.281617640351387,0.556,0.346,2.83761843091038e-14,"3","RSRC2"
"KIF5B1",1.51236607704953e-18,0.256956664577072,0.468,0.272,2.8607916713469e-14,"3","KIF5B"
"VAPA1",2.03893759160728e-18,0.314330863851073,0.673,0.474,3.85685434828432e-14,"3","VAPA"
"AAMP",2.07799238131922e-18,0.272678507513643,0.346,0.183,3.93073038850344e-14,"3","AAMP"
"STRAP",2.09278240079211e-18,0.324391911248488,0.468,0.293,3.95870718933835e-14,"3","STRAP"
"ACADVL1",2.55706821332551e-18,0.302588898174727,0.551,0.357,4.83695023232653e-14,"3","ACADVL"
"PSMD8",3.46659355607072e-18,0.312045925804924,0.606,0.406,6.55740837066338e-14,"3","PSMD8"
"CDKN1A1",3.65753379773183e-18,0.41549805804881,0.576,0.382,6.91859093178953e-14,"3","CDKN1A"
"SEP15",4.20919083116624e-18,0.293708566305015,0.539,0.349,7.96210537623407e-14,"3","SEP15"
"LINC014201",4.71871846494094e-18,0.252541618115836,0.415,0.232,8.92592784828229e-14,"3","LINC01420"
"EIF3E1",5.07202471758353e-18,0.284068941804596,0.862,0.715,9.594241955781e-14,"3","EIF3E"
"BCAP291",6.59955614852505e-18,0.256350951544502,0.35,0.187,1.248372041055e-13,"3","BCAP29"
"HSP90AB11",7.29664842245455e-18,0.436924610519489,0.967,0.898,1.3802340155915e-13,"3","HSP90AB1"
"MAP3K13",9.80349589553474e-18,0.283391330794772,0.39,0.221,1.85442928359935e-13,"3","MAP3K13"
"SNRPB21",1.12911208946038e-17,0.285938905080131,0.512,0.326,2.13582842842326e-13,"3","SNRPB2"
"EIF3K",1.57371456090009e-17,0.322538307089191,0.826,0.687,2.97683846339861e-13,"3","EIF3K"
"CCT8",2.5362697306974e-17,0.269764521372391,0.447,0.269,4.79760782258721e-13,"3","CCT8"
"CCDC1071",2.57929649230445e-17,0.292210620797074,0.476,0.293,4.87899724484311e-13,"3","CCDC107"
"DYNLRB11",2.69121097359696e-17,0.280326373154363,0.618,0.417,5.09069467765602e-13,"3","DYNLRB1"
"MTCH11",2.75058559551835e-17,0.253138849781545,0.486,0.293,5.20300771248251e-13,"3","MTCH1"
"HSPA1B",3.40384601294412e-17,0.697538134259501,0.795,0.705,6.4387151180851e-13,"3","HSPA1B"
"GLTSCR22",3.93390045519643e-17,0.275746019379341,0.772,0.578,7.44136610104957e-13,"3","GLTSCR2"
"HSPA81",4.61980748472363e-17,0.508967694016077,0.887,0.805,8.73882783810321e-13,"3","HSPA8"
"CD991",4.64129197030796e-17,0.343206532102258,0.748,0.547,8.77946789103454e-13,"3","CD99"
"RAB7A1",4.89626704039357e-17,0.25437927488701,0.595,0.386,9.26177873360848e-13,"3","RAB7A"
"TAF7",4.96079790200498e-17,0.295845841644794,0.468,0.287,9.38384531143262e-13,"3","TAF7"
"PSMC3",5.26997293031517e-17,0.256331354617814,0.47,0.287,9.96868079498418e-13,"3","PSMC3"
"GOLIM4",6.31247618993831e-17,0.263639916354757,0.354,0.193,1.19406799608873e-12,"3","GOLIM4"
"TUBB4B1",7.08770851570993e-17,0.330079072263496,0.585,0.397,1.34071094283169e-12,"3","TUBB4B"
"SNRPN1",8.77006966747139e-17,0.283465636875187,0.447,0.272,1.65894637829889e-12,"3","SNRPN"
"FKBP81",4.60444587975478e-16,0.258893962360443,0.577,0.381,8.70976982614414e-12,"3","FKBP8"
"TMEM50A1",5.85580487524622e-16,0.283876545705611,0.621,0.423,1.10768405020157e-11,"3","TMEM50A"
"PCDH171",6.61185811227778e-16,0.25178070831955,0.266,0.129,1.25069908051847e-11,"3","PCDH17"
"CSNK1A11",7.17450102786018e-16,0.260291044440319,0.526,0.338,1.35712861443003e-11,"3","CSNK1A1"
"ZFP36L11",1.06075285633778e-15,0.431409342174727,0.702,0.534,2.00652010304854e-11,"3","ZFP36L1"
"EIF4A3",1.40691460206468e-15,0.418970076373365,0.407,0.25,2.66131966126556e-11,"3","EIF4A3"
"COX5B1",4.14684272248966e-15,0.250799795352265,0.901,0.718,7.84416769386143e-11,"3","COX5B"
"PSMC5",4.48160970918745e-15,0.254653094069915,0.493,0.319,8.47741292589899e-11,"3","PSMC5"
"RTN42",5.33290260099126e-15,0.251696051563398,0.635,0.438,1.00877185600351e-10,"3","RTN4"
"EIF3F",5.65867393571124e-15,0.29678920226772,0.621,0.444,1.07039476167914e-10,"3","EIF3F"
"NDFIP11",6.62450285390086e-15,0.255378989270589,0.556,0.372,1.25309095984389e-10,"3","NDFIP1"
"CLIC12",1.01019504237132e-14,0.253782796766509,0.803,0.619,1.91088494214959e-10,"3","CLIC1"
"GLA",1.11206424048683e-14,0.34935059358959,0.296,0.163,2.10358071730489e-10,"3","GLA"
"MYL12A2",6.76027676125401e-14,0.312358858542158,0.841,0.683,1.27877395215881e-09,"3","MYL12A"
"ARHGDIB2",1.02608725800545e-13,0.263297448596373,0.652,0.437,1.94094665724312e-09,"3","ARHGDIB"
"ARID5A1",1.18397238634545e-13,0.278916805998011,0.384,0.232,2.23960216601105e-09,"3","ARID5A"
"NDUFB81",2.57614474538907e-13,0.276270585396715,0.669,0.498,4.87303540037796e-09,"3","NDUFB8"
"UBE2D2",5.94714410519103e-13,0.254305512666737,0.514,0.358,1.12496177893794e-08,"3","UBE2D2"
"IER21",1.61193930729538e-12,0.41972219442679,0.79,0.663,3.04914439367994e-08,"3","IER2"
"RPS27L1",1.87379348258396e-12,0.283226701786355,0.765,0.623,3.54446775165582e-08,"3","RPS27L"
"SORBS21",4.84494116782190e-12,0.387851177551175,0.298,0.179,9.16469071305192e-08,"3","SORBS2"
"DNAJA12",2.32596150898731e-09,0.303853161444251,0.776,0.693,4.39978879040039e-05,"3","DNAJA1"
"HSP90AA1",1.48198396479587e-08,0.455209477247061,0.979,0.945,0.000280332086780786,"3","HSP90AA1"
"ISG15",9.4627734547353e-08,0.36392679796268,0.549,0.42,0.00178997822669773,"3","ISG15"
"S100A62",9.83505263879388e-08,0.349344556231068,0.715,0.616,0.00186039855715425,"3","S100A6"
"LINC00152",3.65096929409874e-06,0.253395781515698,0.44,0.342,0.0690617351671718,"3","LINC00152"
"MRPL18",1.61123472107046e-05,0.255231481916787,0.379,0.297,0.304781159837688,"3","MRPL18"
"NDUFA41",1.77519403769517e-05,0.293808407981363,0.74,0.777,0.335795704170419,"3","NDUFA4"
"DNAJB11",3.17206813765043e-05,0.324156223860477,0.772,0.753,0.600028408917955,"3","DNAJB1"
"IGKC",0,7.97810229600461,1,0.454,0,"4","IGKC"
"IGHG2",0,4.59382476736073,0.984,0.063,0,"4","IGHG2"
"IGHG3",0,4.42412145597023,0.998,0.295,0,"4","IGHG3"
"JCHAIN",0,4.23850889468659,0.974,0.081,0,"4","JCHAIN"
"IGHG4",0,3.98814653760602,0.996,0.239,0,"4","IGHG4"
"IGHG1",0,3.63676531071525,0.996,0.183,0,"4","IGHG1"
"IGHGP",0,3.28390696795505,0.98,0.148,0,"4","IGHGP"
"IGHM",0,2.84580619862765,0.613,0.034,0,"4","IGHM"
"MZB1",0,2.6933306228363,0.998,0.076,0,"4","MZB1"
"IGKV1-12",0,2.10081566872629,0.714,0.006,0,"4","IGKV1-12"
"IGKV1-5",0,1.78205693711865,0.639,0.014,0,"4","IGKV1-5"
"CD79A",0,1.53358211362496,0.828,0.048,0,"4","CD79A"
"DERL3",0,1.43474230981263,0.813,0.045,0,"4","DERL3"
"IGLV3-1",0,1.34663175772933,0.582,0.017,0,"4","IGLV3-1"
"WT1-AS",0,1.25270157213635,0.773,0.01,0,"4","WT1-AS"
"PIM2",0,1.24959886941844,0.777,0.074,0,"4","PIM2"
"TNFRSF17",0,1.02519668178798,0.667,0.033,0,"4","TNFRSF17"
"IGHV1-46",0,0.886368190287016,0.57,0.022,0,"4","IGHV1-46"
"FCRL5",0,0.853000374616341,0.613,0.027,0,"4","FCRL5"
"FKBP11",3.57397965389246e-300,1.5451973973218,0.953,0.195,6.76053991330298e-296,"4","FKBP11"
"SSR4",5.8427039866761e-261,2.56538214910276,0.998,0.762,1.10520588611965e-256,"4","SSR4"
"FAM46C",7.7375603060751e-220,0.8336630748206,0.696,0.1,1.46363690749717e-215,"4","FAM46C"
"CD38",2.45758077086976e-215,0.639417360440388,0.542,0.05,4.64875978617724e-211,"4","CD38"
"XBP1",8.7421250357969e-213,1.72492915646104,0.98,0.508,1.65366037177134e-208,"4","XBP1"
"RAB30",3.90186872978707e-206,0.781778062071258,0.505,0.047,7.38077488926522e-202,"4","RAB30"
"PRDM1",1.09189605634671e-204,1.14210556649621,0.675,0.111,2.06543058018544e-200,"4","PRDM1"
"ZBP1",3.43347718891811e-195,0.542288251920285,0.424,0.028,6.4947654505575e-191,"4","ZBP1"
"HERPUD1",8.23741903527008e-187,1.64229130076836,0.972,0.578,1.55819018471169e-182,"4","HERPUD1"
"SEC11C",1.51852385406828e-186,1.15461560460303,0.89,0.281,2.87243972235556e-182,"4","SEC11C"
"CD27",1.09983674686841e-175,0.806699350722366,0.531,0.067,2.08045119037628e-171,"4","CD27"
"IGLV6-57",3.09672384579777e-172,0.406323284765297,0.349,0.018,5.85776282671105e-168,"4","IGLV6-57"
"IGHJ6",2.69855262304302e-168,0.395479743308207,0.272,0.005,5.10458214174818e-164,"4","IGHJ6"
"PRDX41",2.85643424110786e-168,1.04855932946024,0.901,0.322,5.40323101047963e-164,"4","PRDX4"
"RGS11",1.30709418382663e-156,1.21651060552695,0.773,0.196,2.47249935812644e-152,"4","RGS1"
"EAF2",3.98359780457597e-152,0.444914175355089,0.365,0.029,7.5353736071359e-148,"4","EAF2"
"POU2AF1",3.58076317214232e-151,0.419070850701759,0.325,0.02,6.7733716164244e-147,"4","POU2AF1"
"ANKRD28",3.90256111138938e-151,1.0162185272861,0.722,0.192,7.38208459830414e-147,"4","ANKRD28"
"CYTIP1",6.76570220888056e-145,0.710418148198456,0.647,0.132,1.27980022983185e-140,"4","CYTIP"
"RRBP1",3.91847842837174e-142,0.960567046951116,0.852,0.322,7.41219379510799e-138,"4","RRBP1"
"SPAG4",7.74451771946119e-142,0.558455927499854,0.497,0.077,1.46495297181328e-137,"4","SPAG4"
"SLAMF7",4.09696906347114e-141,0.524634729945789,0.444,0.059,7.74982668046202e-137,"4","SLAMF7"
"BHLHE41",5.6745235655538e-140,0.461004472881688,0.343,0.029,1.07339287766016e-135,"4","BHLHE41"
"IGHA2",6.22406627361019e-137,0.255112625662573,0.26,0.011,1.1773443763161e-132,"4","IGHA2"
"HIST1H2BG",1.01401539919609e-135,0.653646180764609,0.402,0.049,1.91811152911933e-131,"4","HIST1H2BG"
"ITM2C1",6.0530935537061e-133,0.834903778438583,0.787,0.234,1.14500317661905e-128,"4","ITM2C"
"SEL1L3",2.60200395328001e-128,0.478521069214651,0.428,0.061,4.92195067802446e-124,"4","SEL1L3"
"ISG201",6.73304592494782e-124,0.799902466827305,0.799,0.251,1.27362296716313e-119,"4","ISG20"
"PDE4B",1.38541253774075e-123,0.714572030434207,0.586,0.132,2.62064635639039e-119,"4","PDE4B"
"COBLL1",1.34109855312263e-121,0.675259190499208,0.505,0.1,2.53682202308677e-117,"4","COBLL1"
"PNOC",5.26927342006007e-117,0.328665264229687,0.252,0.015,9.96735760138562e-113,"4","PNOC"
"SPCS3",5.54232696066597e-116,0.784623897751115,0.783,0.285,1.04838656787957e-111,"4","SPCS3"
"MIR155HG",2.92724232408546e-114,0.571818704416093,0.361,0.047,5.53717158024006e-110,"4","MIR155HG"
"CYBA1",8.28321592113881e-114,0.864473375298348,0.984,0.585,1.56685312364262e-109,"4","CYBA"
"DNAAF1",1.09200757251295e-111,0.798912617077892,0.27,0.022,2.06564152416549e-107,"4","DNAAF1"
"TXNDC11",9.1578595010317e-110,0.487661280580855,0.444,0.081,1.73230070321516e-105,"4","TXNDC11"
"JSRP1",2.17909783247175e-108,0.462867606605459,0.331,0.041,4.12198145990357e-104,"4","JSRP1"
"ERLEC1",6.23890678702285e-102,0.698496053396308,0.73,0.265,1.18015160783324e-97,"4","ERLEC1"
"DAPP1",1.41922976936008e-95,0.347302893800228,0.282,0.032,2.68461503172152e-91,"4","DAPP1"
"HSH2D",2.96104796261723e-95,0.313126554016803,0.27,0.028,5.60111832608675e-91,"4","HSH2D"
"PLPP5",4.9208330638702e-94,0.534186989608658,0.538,0.141,9.30824782361687e-90,"4","PLPP5"
"TMEM156",4.7285817426597e-93,0.377322727046743,0.298,0.039,8.9445852244151e-89,"4","TMEM156"
"DNAJB9",4.77514192222797e-92,0.829680437628432,0.779,0.351,9.03265846008642e-88,"4","DNAJB9"
"TAGAP",6.9952751453222e-89,0.381262925593502,0.375,0.068,1.32322624648915e-84,"4","TAGAP"
"IL10RA",1.17054524198344e-88,0.41177514330387,0.394,0.075,2.21420337973588e-84,"4","IL10RA"
"SEL1L",1.81934524955377e-85,0.521835906506785,0.533,0.154,3.44147347405592e-81,"4","SEL1L"
"RHOH1",2.60155802919215e-80,0.392475554251833,0.391,0.082,4.92110716801987e-76,"4","RHOH"
"FBXW7",1.55795800434576e-78,0.460517834514761,0.436,0.11,2.94703336102044e-74,"4","FBXW7"
"DNAJC1",2.94788950576977e-75,0.458653069057082,0.521,0.158,5.57622778911411e-71,"4","DNAJC1"
"RALGPS2",2.24260086312073e-73,0.364430012052262,0.318,0.061,4.24210379267918e-69,"4","RALGPS2"
"BACH1",1.90084058822213e-72,0.416289652809072,0.436,0.116,3.59563005668099e-68,"4","BACH1"
"KLF13",5.77088593647164e-71,0.390587184286249,0.398,0.098,1.09162078374298e-66,"4","KLF13"
"IFNAR2",2.00798508730415e-69,0.434577721627055,0.469,0.138,3.79830459114453e-65,"4","IFNAR2"
"SDC11",1.42915832710788e-66,0.425984790525625,0.499,0.152,2.70339589155727e-62,"4","SDC1"
"SSR3",1.08388601176258e-65,0.599714927675814,0.838,0.455,2.0502787798501e-61,"4","SSR3"
"EHMT1",1.83747169221024e-64,0.445549147088617,0.402,0.11,3.4757614529849e-60,"4","EHMT1"
"SYTL1",2.37844201664939e-64,0.30607780406731,0.316,0.066,4.49906091869398e-60,"4","SYTL1"
"TXNDC15",3.10330208792032e-64,0.441713950215288,0.497,0.165,5.87020622951009e-60,"4","TXNDC15"
"SPCS21",4.70949791317877e-64,0.588900194802788,0.947,0.65,8.90848625256896e-60,"4","SPCS2"
"ANKRD37",1.43427122546867e-63,0.659998285381149,0.525,0.189,2.71306745009653e-59,"4","ANKRD37"
"GLCCI1",7.86822566705755e-63,0.284216983350863,0.258,0.045,1.48835356718061e-58,"4","GLCCI1"
"ICAM31",1.11870551728826e-62,0.419261360308324,0.562,0.197,2.11614335650248e-58,"4","ICAM3"
"FUT8",1.58593193834151e-61,0.333835810666937,0.347,0.085,2.9999488545668e-57,"4","FUT8"
"CASP10",9.78424505697992e-60,0.286870696157572,0.264,0.05,1.85078779497832e-55,"4","CASP10"
"NCF4",2.01607212513718e-55,0.271083414551537,0.274,0.057,3.81360203190949e-51,"4","NCF4"
"CRELD2",5.21861178039568e-53,0.417369287904088,0.505,0.188,9.87152604379647e-49,"4","CRELD2"
"LY96",3.53794823051127e-51,0.374592829261612,0.578,0.231,6.69238287283512e-47,"4","LY96"
"HSP90AA11",1.83682577892153e-49,0.58044491712593,0.966,0.948,3.47453964340797e-45,"4","HSP90AA1"
"CADM1",3.13155972600942e-49,0.312817322841778,0.357,0.105,5.92365837771941e-45,"4","CADM1"
"TOR3A",5.79166235213392e-49,0.381529101257488,0.373,0.119,1.09555085052965e-44,"4","TOR3A"
"CYSLTR1",1.53311612663836e-48,0.252165400010822,0.264,0.06,2.90004246514912e-44,"4","CYSLTR1"
"NCF1",9.57950741325712e-47,0.270769098882047,0.312,0.085,1.81205962229172e-42,"4","NCF1"
"FNDC3A",1.40094482125775e-44,0.326849739033905,0.359,0.117,2.65002722389116e-40,"4","FNDC3A"
"PDK1",2.76420387949479e-43,0.262310935196778,0.276,0.073,5.22876805845234e-39,"4","PDK1"
"VIMP",6.17168919030195e-42,0.472185525167759,0.777,0.449,1.16743672723752e-37,"4","VIMP"
"WDR74",9.13771251156572e-42,0.417416043010379,0.359,0.124,1.72848969868777e-37,"4","WDR74"
"LMAN1",7.11490321220039e-40,0.375130471916319,0.562,0.262,1.34585509161983e-35,"4","LMAN1"
"GMPPB",7.46778254509156e-40,0.275287411953861,0.272,0.077,1.41260574622952e-35,"4","GMPPB"
"BCL2L11",1.10160417029212e-39,0.273224737874733,0.298,0.09,2.08379444852457e-35,"4","BCL2L11"
"RP11-138A9.2",2.71386273661233e-38,0.282412474008348,0.327,0.105,5.13354275257589e-34,"4","RP11-138A9.2"
"UBE2J1",1.99876952852516e-35,0.420673225619457,0.513,0.248,3.78087244015819e-31,"4","UBE2J1"
"TPD521",3.16754470431171e-34,0.264301540208354,0.424,0.169,5.99172756267604e-30,"4","TPD52"
"SELK1",1.36354078365612e-32,0.386863669900749,0.842,0.57,2.57927374636392e-28,"4","SELK"
"STK41",8.34912506021283e-30,0.315510138941335,0.462,0.211,1.57932049638986e-25,"4","STK4"
"ELL2",1.74507168170294e-29,0.261738243346792,0.361,0.147,3.30097759310928e-25,"4","ELL2"
"GPBP11",1.98324001961607e-29,0.321532243826281,0.696,0.411,3.75149682110575e-25,"4","GPBP1"
"SDF2L11",1.69607038345271e-28,0.31170174421263,0.592,0.311,3.20828673733914e-24,"4","SDF2L1"
"FKBP21",1.41843273416374e-26,0.354253372621411,0.848,0.6,2.68310735994414e-22,"4","FKBP2"
"EZR1",5.69810446669325e-26,0.279919347196254,0.542,0.285,1.0778534409197e-21,"4","EZR"
"TRAM11",5.58182996073494e-24,0.311224828242043,0.688,0.43,1.05585895537262e-19,"4","TRAM1"
"TSC22D31",1.97850554614293e-23,0.385826518857294,0.742,0.476,3.74254109108397e-19,"4","TSC22D3"
"MANF",1.23750667859306e-21,0.284250986572723,0.527,0.298,2.34086763322662e-17,"4","MANF"
"HSP90B11",2.24553508950802e-20,0.374551220552933,0.911,0.695,4.24765417531336e-16,"4","HSP90B1"
"UBC1",2.78843750100944e-20,0.29429064616737,0.998,0.98,5.27460837690945e-16,"4","UBC"
"MT1X",8.50400081881898e-20,0.593303852833166,0.444,0.261,1.6086167948878e-15,"4","MT1X"
"GADD45A",6.68016752710096e-17,0.327932368636133,0.387,0.219,1.26362048942642e-12,"4","GADD45A"
"SQSTM11",1.43780713242199e-10,0.284771389325864,0.748,0.662,2.71975597168944e-06,"4","SQSTM1"
"HLA-DPB1",0,4.2665727066209,0.978,0.157,0,"5","HLA-DPB1"
"HLA-DPA1",0,4.06239168932999,0.968,0.156,0,"5","HLA-DPA1"
"TYROBP",0,3.62024139310083,0.853,0.057,0,"5","TYROBP"
"HLA-DQB1",0,3.30123097987123,0.885,0.074,0,"5","HLA-DQB1"
"HLA-DQA1",0,3.00362353731072,0.831,0.047,0,"5","HLA-DQA1"
"AIF1",0,3.00166596842465,0.888,0.023,0,"5","AIF1"
"FCER1G",0,2.76561580265202,0.821,0.029,0,"5","FCER1G"
"IL1B",0,2.68262511900262,0.55,0.012,0,"5","IL1B"
"LST1",0,2.31235170624968,0.815,0.037,0,"5","LST1"
